timestamp_ms,tof_distance_mm,tof_signal_rate,tof_range_status,us_distance_mm,encoder_distance_mm,encoder_speed_mms,kf_estimate_mm,tof_residual,tof_residual_var,tof_residual_mean,sensor_disagree,tof_meas_rate,gt_distance_mm,R_label,kalman_gain,innovation_cov,scenario_id
600,152.4446,0.9894,0,130.8832,161.1619,200.0,159.7094,-7.2648,5.4974,0.1323,8.7172,0.9206,160.0,400.0,0.049761,407.5833,E1
620,159.6304,0.3438,0,160.1922,162.1053,200.0,162.5883,-2.9579,3.0787,-1.0127,2.4749,0.9234,162.0,400.0,0.047203,403.6312,E1
640,172.1542,0.9584,0,217.5107,164.9772,200.0,168.2193,3.9349,5.7111,-0.5663,7.177,0.9673,164.0,400.0,0.048102,412.0558,E1
660,190.5069,0.4989,0,162.6802,165.818,200.0,168.9085,21.5984,9.9009,0.337,24.6889,0.9949,166.0,400.0,0.051302,414.5659,E1
680,200.0577,1.1474,0,170.2103,167.2447,200.0,165.1812,34.8765,11.3239,-0.8327,32.813,0.9319,168.0,400.0,0.043646,406.2444,E1
700,139.0915,0.7262,0,184.8301,169.7541,200.0,171.0842,-31.9927,11.1191,-0.6864,30.6626,0.9708,170.0,400.0,0.051348,404.0211,E1
720,187.2369,0.5186,0,166.3298,170.9579,200.0,162.7949,24.442,7.8069,0.4169,16.279,0.9922,172.0,400.0,0.047996,404.9932,E1
740,201.6195,0.5416,0,155.1865,174.1262,200.0,172.6283,28.9913,10.5109,-1.2058,27.4933,0.9874,174.0,400.0,0.047716,409.4831,E1
760,188.832,0.5997,0,183.8163,176.7837,200.0,175.2185,13.6135,7.1644,0.1694,12.0483,0.9937,176.0,400.0,0.044998,403.6864,E1
780,177.062,0.5183,0,161.918,178.2427,200.0,177.5519,-0.4899,1.937,-0.4126,1.1807,0.9915,178.0,400.0,0.048994,415.709,E1
800,147.2634,0.7615,0,198.07,179.7222,200.0,176.5652,-29.3017,11.4432,-0.4556,32.4588,0.9981,180.0,400.0,0.048013,414.2089,E1
820,182.1559,0.6725,0,162.399,181.0607,200.0,183.3854,-1.2295,0.7897,-0.2708,1.0952,0.9146,182.0,400.0,0.048013,414.1318,E1
840,180.839,0.6419,0,205.9523,185.1656,200.0,180.5274,0.3116,3.5559,0.5883,4.3266,0.9655,184.0,400.0,0.05003,407.52,E1
860,165.6294,0.8775,0,167.8228,185.8465,200.0,183.311,-17.6816,9.0268,0.0358,20.2171,0.9795,186.0,400.0,0.044306,415.6663,E1
880,203.5094,0.3529,0,176.751,188.6976,200.0,179.5467,23.9627,7.8764,1.8931,14.8117,0.9945,188.0,400.0,0.046234,410.818,E1
900,198.1698,0.5083,0,188.919,189.5821,200.0,184.3736,13.7962,5.7166,-0.1306,8.5877,0.9506,190.0,400.0,0.051012,401.806,E1
920,172.6077,0.306,0,195.6557,192.4959,200.0,189.3719,-16.7642,8.8073,-0.1464,19.8882,0.9529,192.0,400.0,0.046699,404.0029,E1
940,193.0154,0.9066,0,216.7429,193.7868,200.0,204.3405,-11.3251,1.9845,-2.0582,0.7714,0.9107,194.0,400.0,0.049394,419.1052,E1
960,205.34,0.6572,0,174.2967,196.1615,200.0,197.6578,7.6822,6.1123,-0.7129,9.1785,0.9565,196.0,400.0,0.049628,415.7111,E1
980,212.6106,0.8884,0,229.8486,198.3571,200.0,197.8332,14.7774,7.6448,-1.3129,14.2535,0.9094,198.0,400.0,0.045447,406.0929,E1
1000,181.5868,0.6905,0,231.0936,200.4363,200.0,200.4914,-18.9047,8.5821,0.2769,18.8495,0.9858,200.0,400.0,0.050116,410.2379,E1
1020,176.7642,1.0813,0,227.9234,202.5061,200.0,204.6266,-27.8624,10.047,-0.7375,25.7419,0.9047,202.0,400.0,0.049364,413.3237,E1
1040,244.7057,0.583,0,218.1543,204.5133,200.0,207.946,36.7597,12.7602,1.2912,40.1924,0.9752,204.0,400.0,0.053499,406.1933,E1
1060,199.6232,0.5164,0,221.1063,205.883,200.0,202.2744,-2.6512,5.0505,-0.8557,6.2598,0.9897,206.0,400.0,0.049554,412.6361,E1
1080,191.507,1.1769,0,173.1022,208.7311,200.0,215.2398,-23.7328,8.1223,1.0116,17.2241,0.9839,208.0,400.0,0.048619,421.5078,E1
1100,217.0973,0.9962,0,233.5588,209.5387,200.0,215.4796,1.6177,5.3282,0.1479,7.5587,0.9993,210.0,400.0,0.048437,414.8258,E1
1120,193.2761,0.3771,0,172.127,212.0277,200.0,215.7676,-22.4915,8.6542,-1.3145,18.7516,0.9713,212.0,400.0,0.047743,408.0783,E1
1140,189.7384,0.9657,0,208.2068,214.2518,200.0,215.0842,-25.3457,9.8512,0.4336,24.5133,0.9005,214.0,400.0,0.046247,408.3097,E1
1160,209.2368,0.7993,0,246.2452,216.441,200.0,215.749,-6.5122,5.2012,-0.1933,7.2042,0.9354,216.0,400.0,0.049837,412.6454,E1
1180,220.5201,0.5627,0,208.387,218.5629,200.0,220.8319,-0.3119,3.1749,0.2726,1.9572,0.9901,218.0,400.0,0.050761,407.7766,E1
1200,265.79,0.571,0,231.1734,219.2242,200.0,217.9162,47.8738,13.5337,-0.3612,46.5658,0.9435,220.0,400.0,0.048199,408.6683,E1
1220,222.3123,0.5219,0,193.5309,221.4939,200.0,224.08,-1.7677,1.1177,-0.9494,0.8184,0.9196,222.0,400.0,0.049708,413.3715,E1
1240,237.3411,0.5966,0,186.8725,224.2654,200.0,227.2399,10.1012,7.3051,-0.9332,13.0757,0.986,224.0,400.0,0.046371,408.5799,E1
1260,257.6798,0.4808,0,195.5704,226.2669,200.0,225.6685,32.0113,11.257,2.3774,31.4129,0.9969,226.0,400.0,0.053382,404.7895,E1
1280,220.0642,1.0348,0,257.1054,228.7445,200.0,223.0309,-2.9667,5.6341,-0.3846,8.6803,0.9564,228.0,400.0,0.049092,410.3698,E1
1300,236.1283,1.1577,0,184.2663,229.4745,200.0,227.3863,8.742,4.9511,0.3749,6.6538,0.9438,230.0,400.0,0.046701,407.371,E1
1320,224.1092,0.87,0,251.068,232.7425,200.0,234.8435,-10.7343,5.6181,0.0735,8.6333,0.9715,232.0,400.0,0.047021,401.913,E1
1340,263.2873,0.6607,0,166.5663,234.0476,200.0,232.555,30.7324,10.8236,-0.0934,29.2397,0.9692,234.0,400.0,0.048867,415.7019,E1
1360,201.9485,0.3765,0,226.1692,235.7605,200.0,230.8703,-28.9219,11.6707,0.1739,33.812,0.9355,236.0,400.0,0.046225,418.2081,E1
1380,208.9256,0.6597,0,239.3134,237.9093,200.0,237.0874,-28.1618,10.7841,-2.597,28.9837,0.943,238.0,400.0,0.048691,417.482,E1
1400,255.4425,0.7012,0,220.9753,240.0256,200.0,235.4142,20.0283,7.8594,-1.3334,15.4169,0.9589,240.0,400.0,0.046711,409.5946,E1
1420,263.7432,0.6744,0,256.4735,241.5401,200.0,241.9898,21.7534,9.3259,-0.1183,22.2031,0.9941,242.0,400.0,0.049144,412.3218,E1
1440,254.8821,0.6943,0,247.6528,244.336,200.0,241.5141,13.368,6.5976,-0.2877,10.5461,0.93,244.0,400.0,0.046739,410.9429,E1
1460,229.443,0.9094,0,290.1852,246.0913,200.0,244.2537,-14.8107,8.1381,2.4675,16.6483,0.9244,246.0,400.0,0.046653,414.2166,E1
1480,253.4004,0.466,0,278.3743,248.2627,200.0,239.0848,14.3156,4.6477,-0.6756,5.1376,0.9029,248.0,400.0,0.049232,405.3684,E1
1500,233.5653,0.9343,0,263.746,249.7501,200.0,248.3444,-14.7791,8.1079,1.6067,16.1848,0.9809,250.0,400.0,0.047913,405.8478,E1
1520,260.5587,0.5361,0,281.4708,252.0887,200.0,253.6957,6.863,5.851,0.7963,8.4699,0.9639,252.0,400.0,0.047984,407.6825,E1
1540,235.3854,1.061,0,213.2878,253.4363,200.0,251.0104,-15.6249,8.6289,-1.2327,18.0509,0.9706,254.0,400.0,0.048039,406.05,E1
1560,247.8895,0.4647,0,273.2793,256.6599,200.0,257.7558,-9.8663,5.6958,-0.4161,8.7704,0.9418,256.0,400.0,0.05026,411.3614,E1
1580,235.5775,0.9241,0,179.2688,258.3186,200.0,260.8486,-25.2711,9.4705,-3.3948,22.7411,0.9555,258.0,400.0,0.051613,412.7903,E1
1600,249.0263,0.3086,0,269.352,260.0179,200.0,258.3574,-9.3311,6.6253,1.2019,10.9916,0.9964,260.0,400.0,0.05078,415.031,E1
1620,289.8026,1.0559,0,249.5687,261.4159,200.0,261.8483,27.9544,10.5456,0.0295,28.3867,0.9031,262.0,400.0,0.047099,407.9326,E1
1640,265.1539,0.9683,0,292.8852,263.5854,200.0,263.266,1.888,2.1484,0.1261,1.5685,0.9113,264.0,400.0,0.050087,416.1347,E1
1660,240.8613,1.0403,0,312.1752,266.6508,200.0,270.3166,-29.4553,10.0277,0.4118,25.7895,0.9546,266.0,400.0,0.047287,412.1242,E1
1680,277.2781,0.7048,0,377.3882,267.9851,200.0,271.0567,6.2214,6.092,-1.0694,9.293,0.9439,268.0,400.0,0.046746,402.6919,E1
1700,299.9993,0.8291,0,242.074,270.8638,200.0,269.7506,30.2487,10.9543,1.2706,29.1355,0.9633,270.0,400.0,0.052637,410.7474,E1
1720,277.5168,0.553,0,282.1611,272.2365,200.0,272.6966,4.8202,4.6976,-0.8583,5.2803,0.9704,272.0,400.0,0.050731,413.2792,E1
1740,269.734,0.9114,0,337.593,273.9035,200.0,276.9063,-7.1722,4.1308,1.445,4.1695,0.9786,274.0,400.0,0.04447,419.1328,E1
1760,330.5804,0.9403,0,259.0457,275.236,200.0,277.3281,53.2523,14.7757,0.8015,55.3443,0.9676,276.0,400.0,0.05001,408.0685,E1
1780,248.1724,0.7068,0,236.7376,277.3452,200.0,278.3301,-30.1577,10.9229,-1.5332,29.1727,0.9093,278.0,400.0,0.051054,409.3933,E1
1800,263.9273,0.3022,0,271.7858,279.9605,200.0,283.3591,-19.4319,8.0182,0.2454,16.0332,0.9731,280.0,400.0,0.050695,408.1312,E1
1820,249.8832,0.781,0,288.3823,281.2864,200.0,283.4489,-33.5657,11.3343,1.0381,31.4032,0.9212,282.0,400.0,0.049563,408.8628,E1
1840,279.6367,0.6094,0,270.04,284.9323,200.0,281.3853,-1.7486,4.1777,-0.1295,5.2956,0.91,284.0,400.0,0.046891,415.594,E1
1860,280.2569,0.6972,0,361.5474,286.1172,200.0,281.8794,-1.6225,4.793,0.0107,5.8604,0.9202,286.0,400.0,0.051779,417.0146,E1
1880,283.9965,0.8891,0,278.1511,287.7536,200.0,286.6856,-2.6891,4.0018,-0.0024,3.7571,0.9904,288.0,400.0,0.05046,407.6197,E1
1900,309.2865,0.5107,0,263.8172,290.2543,200.0,293.2927,15.9938,8.7833,-1.2927,19.0322,0.9001,290.0,400.0,0.051914,407.3505,E1
1920,281.4409,1.0354,0,294.6984,292.0387,200.0,292.8549,-11.414,6.499,1.0447,10.5978,0.9132,292.0,400.0,0.052079,417.4635,E1
1940,292.4421,0.582,0,305.9466,294.4436,200.0,295.6078,-3.1657,2.4963,-0.3693,2.0015,0.9773,294.0,400.0,0.048077,409.7197,E1
1960,296.2121,0.885,0,295.2543,295.7328,200.0,298.1078,-1.8957,0.9211,-1.489,0.4794,0.9628,296.0,400.0,0.048744,409.8769,E1
1980,309.7692,0.378,0,338.4698,298.2991,200.0,301.1865,8.5827,6.8612,0.9861,11.47,0.959,298.0,400.0,0.045345,406.1523,E1
