timestamp_ms,tof_distance_mm,tof_signal_rate,tof_range_status,us_distance_mm,encoder_distance_mm,encoder_speed_mms,kf_estimate_mm,tof_residual,tof_residual_var,tof_residual_mean,sensor_disagree,tof_meas_rate,gt_distance_mm,R_label,kalman_gain,innovation_cov,scenario_id
280,146.9056,1.0604,0,133.3163,126.6699,200.0,129.1594,17.7462,8.6961,-0.5925,20.2358,0.9008,128.0,400.0,0.04741,409.4623,E1
300,152.4479,0.7175,0,100.6624,130.1964,200.0,133.9257,18.5222,9.4758,-0.6353,22.2514,0.9773,130.0,400.0,0.051634,407.6803,E1
320,146.4451,0.5097,0,133.2347,133.0115,200.0,132.1579,14.2871,7.6013,-1.0894,13.4336,0.9877,132.0,400.0,0.051053,406.2584,E1
340,165.4517,0.9545,0,163.2701,134.0258,200.0,133.9475,31.5041,11.2164,0.7465,31.4259,0.9238,134.0,400.0,0.045752,404.6522,E1
360,128.9795,1.1076,0,173.323,136.0088,200.0,141.0457,-12.0662,5.2992,-1.5416,7.0293,0.9372,136.0,400.0,0.052761,409.8494,E1
380,134.1523,1.038,0,172.6427,138.2079,200.0,137.7854,-3.6331,3.9231,0.5868,4.0556,0.9435,138.0,400.0,0.049605,412.2085,E1
400,154.3323,0.9618,0,95.7558,139.9181,200.0,139.8079,14.5244,7.5716,-0.3304,14.4143,0.9075,140.0,400.0,0.049975,414.3391,E1
420,156.4999,0.4479,0,112.0491,142.2547,200.0,147.3241,9.1758,7.6157,0.2162,14.2452,0.9536,142.0,400.0,0.04841,407.4959,E1
440,157.3096,0.9174,0,156.0211,143.9248,200.0,143.1005,14.2091,7.2965,0.7134,13.3848,0.904,144.0,400.0,0.049854,413.6632,E1
460,118.5899,0.6202,0,101.048,146.2291,200.0,143.5536,-24.9636,10.4709,-0.127,27.6391,0.926,146.0,400.0,0.049819,413.1735,E1
480,153.0173,0.7158,0,125.2536,147.9926,200.0,145.1038,7.9135,4.4799,0.1823,5.0247,0.9012,148.0,400.0,0.048982,413.1007,E1
500,139.6477,0.635,0,120.5157,150.6884,200.0,142.03,-2.3824,6.435,-1.0505,11.0408,0.9582,150.0,400.0,0.051728,416.346,E1
520,149.9721,0.4159,0,133.3251,152.9138,200.0,153.1573,-3.1852,2.8481,1.5559,2.9417,0.9332,152.0,400.0,0.050771,410.2493,E1
540,132.8751,1.0395,0,148.2008,154.536,200.0,154.943,-22.0679,9.1924,0.1499,21.6609,0.9683,154.0,400.0,0.051273,413.2183,E1
560,162.4831,0.8573,0,150.6723,156.3075,200.0,156.9975,5.4856,5.0924,0.0221,6.1756,0.9412,156.0,400.0,0.049395,413.7397,E1
580,174.7203,0.4795,0,185.4371,157.8316,200.0,157.6446,17.0758,8.1781,-0.8099,16.8888,0.9631,158.0,400.0,0.050068,409.4947,E1
600,171.4605,0.7362,0,189.1226,159.1574,200.0,165.5723,5.8882,6.7707,1.0081,12.303,0.9388,160.0,400.0,0.047412,409.4195,E1
620,149.676,1.0007,0,248.4648,162.187,200.0,164.5361,-14.8601,7.0211,1.1117,12.511,0.9529,162.0,400.0,0.053173,412.0566,E1
640,172.3643,1.0347,0,144.3096,162.0314,200.0,165.4504,6.9139,5.7842,0.2944,10.3329,0.9996,164.0,400.0,0.04813,409.6262,E1
660,162.6298,1.0553,0,176.5171,166.1849,200.0,172.0812,-9.4514,3.6716,-0.5143,3.5551,0.9593,166.0,400.0,0.04721,411.3733,E1
680,178.6993,0.8072,0,98.6406,167.2744,200.0,168.6564,10.0429,6.542,-0.5957,11.4249,0.9988,168.0,400.0,0.047516,409.3846,E1
700,165.0115,0.3812,0,172.2973,170.4284,200.0,167.4776,-2.4661,4.467,0.6986,5.4169,0.9526,170.0,400.0,0.051164,407.8948,E1
720,216.7189,1.0599,0,106.2212,172.0048,200.0,172.5081,44.2108,13.3744,-0.0939,44.7141,0.9587,172.0,400.0,0.048076,412.5221,E1
740,177.7681,1.1645,0,123.8399,174.7487,200.0,171.2558,6.5122,3.8823,1.7019,3.0193,0.9396,174.0,400.0,0.045737,415.656,E1
760,189.6493,1.1646,0,159.161,176.2513,200.0,177.2261,12.4232,7.389,-0.3662,13.398,0.9969,176.0,400.0,0.052361,412.2134,E1
780,168.0265,0.8301,0,189.6095,177.6008,200.0,171.1007,-3.0742,6.3162,0.7637,9.5743,0.9688,178.0,400.0,0.047617,410.8186,E1
800,202.5078,1.1687,0,240.7065,180.5796,200.0,187.3988,15.109,9.4885,1.3301,21.9283,0.9921,180.0,400.0,0.044006,406.1461,E1
820,187.4887,0.4266,0,181.3529,182.346,200.0,181.5419,5.9468,4.6856,-0.737,5.1427,0.9982,182.0,400.0,0.047119,399.2356,E1
840,204.5345,0.702,0,135.9892,184.9051,200.0,188.2665,16.268,9.063,-0.0723,19.6294,0.9068,184.0,400.0,0.046322,414.1562,E1
860,201.0852,0.9593,0,247.1674,185.99,200.0,187.5288,13.5564,7.7679,-0.4009,15.0952,0.9493,186.0,400.0,0.049016,414.9377,E1
880,169.8171,0.9184,0,155.1782,188.4338,200.0,190.939,-21.1219,8.5283,0.2041,18.6167,0.9846,188.0,400.0,0.050906,413.3998,E1
900,196.6772,0.4531,0,155.4767,189.878,200.0,192.6927,3.9845,5.1681,1.1442,6.7992,0.9547,190.0,400.0,0.048765,411.8735,E1
920,199.0917,1.1482,0,192.8149,191.868,200.0,188.3349,10.7568,5.326,1.069,7.2237,0.9157,192.0,400.0,0.048501,406.1589,E1
940,230.1511,0.9498,0,191.044,194.2728,200.0,195.2898,34.8612,12.0252,-0.779,35.8782,0.9282,194.0,400.0,0.051874,412.8459,E1
960,196.4988,0.6848,0,219.3336,196.1591,200.0,190.4875,6.0113,1.4125,-0.4069,0.3397,0.96,196.0,400.0,0.050077,405.8293,E1
980,226.3122,0.3737,0,212.3146,198.0355,200.0,198.6945,27.6177,10.6418,-0.7139,28.2767,0.9397,198.0,400.0,0.05046,411.9819,E1
1000,170.6496,0.6325,0,257.3012,200.0503,200.0,203.3711,-32.7215,10.8352,-0.7368,29.4007,0.9465,200.0,400.0,0.050656,413.3958,E1
1020,207.2245,0.9007,0,225.6399,202.0588,200.0,204.5027,2.7218,4.5714,0.4708,5.1657,0.9541,202.0,400.0,0.050262,417.7338,E1
1040,230.2463,0.782,0,175.5965,203.8778,200.0,198.21,32.0363,10.2462,0.7606,26.3685,0.9882,204.0,400.0,0.049868,406.8324,E1
1060,189.1535,0.7519,0,249.6651,205.7995,200.0,206.1929,-17.0394,8.2089,-1.0511,16.646,0.9678,206.0,400.0,0.047184,416.4833,E1
1080,200.6308,1.0276,0,200.1266,207.8264,200.0,208.089,-7.4582,5.4292,0.7364,7.1956,0.9988,208.0,400.0,0.054327,406.9225,E1
1100,224.9502,0.5321,0,266.3115,208.4216,200.0,214.3418,10.6083,7.7331,-1.1779,16.5286,0.9067,210.0,400.0,0.046282,403.3929,E1
1120,196.6453,1.0079,0,227.8533,212.3254,200.0,210.8157,-14.1704,7.837,-0.8703,15.68,0.942,212.0,400.0,0.045073,413.569,E1
1140,197.0144,1.1457,0,248.3713,213.7567,200.0,214.9281,-17.9137,8.2427,-0.5844,16.7424,0.9101,214.0,400.0,0.047231,402.8266,E1
1160,210.4302,0.8481,0,239.1924,216.6034,200.0,214.169,-3.7388,4.7201,0.7806,6.1732,0.9144,216.0,400.0,0.047289,414.2746,E1
1180,221.7443,0.5983,0,221.8707,217.4033,200.0,214.8946,6.8498,3.87,1.6499,4.341,0.9921,218.0,400.0,0.050013,420.1861,E1
1200,223.2266,0.9266,0,254.2638,219.9391,200.0,221.1172,2.1094,3.5925,1.644,3.2875,0.9134,220.0,400.0,0.048559,406.1264,E1
1220,245.3308,0.6751,0,210.189,222.5339,200.0,221.4416,23.8892,9.6604,-0.5112,22.7968,0.9211,222.0,400.0,0.047592,411.8169,E1
1240,238.7336,0.4431,0,191.4311,223.2654,200.0,224.3833,14.3503,7.6769,-0.4455,15.4683,0.9136,224.0,400.0,0.050039,399.9709,E1
1260,248.0473,1.0496,0,237.8121,226.6112,200.0,220.7075,27.3398,9.3909,-0.6473,21.4361,0.9456,226.0,400.0,0.049237,413.2182,E1
1280,255.1833,0.4115,0,226.6276,227.6154,200.0,227.1055,28.0778,10.4275,0.9476,27.5679,0.9594,228.0,400.0,0.04616,419.2071,E1
1300,233.6849,0.4472,0,269.314,230.4443,200.0,235.8116,-2.1268,3.8392,-1.0232,3.2406,0.9689,230.0,400.0,0.048037,406.0352,E1
1320,227.6784,0.8826,0,219.0604,232.4824,200.0,234.1699,-6.4915,4.1577,-0.3475,4.804,0.941,232.0,400.0,0.05285,415.5647,E1
1340,219.7707,1.1204,0,209.5516,234.8636,200.0,234.7001,-14.9294,7.5444,-1.0836,15.0929,0.9008,234.0,400.0,0.048734,410.0737,E1
1360,235.4568,0.6388,0,211.3853,236.9041,200.0,233.1457,2.3111,1.4741,-0.4429,1.4473,0.9467,236.0,400.0,0.047689,422.2764,E1
1380,250.4023,0.7604,0,207.7769,237.5882,200.0,232.6457,17.7566,7.0434,-1.6406,12.8141,0.9374,238.0,400.0,0.04956,408.1453,E1
1400,223.5204,0.8765,0,274.9564,239.4524,200.0,239.5409,-16.0206,8.119,0.5015,15.932,0.9711,240.0,400.0,0.054495,412.2816,E1
1420,230.104,1.1097,0,260.4365,242.3286,200.0,240.3126,-10.2086,6.8981,-1.6926,12.2246,0.96,242.0,400.0,0.051755,415.0082,E1
1440,227.8907,0.6767,0,243.6303,243.3607,200.0,243.1618,-15.271,8.0273,-0.2048,15.47,0.9708,244.0,400.0,0.05055,402.8199,E1
1460,249.4634,0.7812,0,260.2069,245.7082,200.0,245.0917,4.3717,3.722,-2.1251,3.7552,0.9672,246.0,400.0,0.047597,409.4794,E1
1480,209.3933,0.4151,0,260.3434,247.9556,200.0,251.529,-42.1357,12.4269,-0.0988,38.5623,0.9763,248.0,400.0,0.04938,401.3879,E1
1500,286.3007,0.6198,0,249.0654,250.308,200.0,254.408,31.8926,12.05,-0.856,35.9927,0.9788,250.0,400.0,0.049743,408.8917,E1
1520,244.4011,0.8252,0,263.0796,252.3389,200.0,250.2931,-5.8919,5.5132,0.3611,7.9377,0.9889,252.0,400.0,0.045056,419.3888,E1
1540,251.3641,0.3487,0,263.9341,252.9947,200.0,253.9807,-2.6166,3.2471,-0.4311,1.6306,0.92,254.0,400.0,0.05014,406.9017,E1
1560,234.1498,1.001,0,299.4994,256.3506,200.0,258.9475,-24.7977,9.3488,-1.4078,22.2008,0.9177,256.0,400.0,0.047715,406.9382,E1
1580,260.2016,0.4517,0,261.1619,257.9677,200.0,257.7673,2.4343,2.9675,-1.155,2.2338,0.9764,258.0,400.0,0.052348,408.7536,E1
1600,283.4955,0.334,0,253.6246,260.3627,200.0,257.8261,25.6694,9.6944,0.302,23.1328,0.9014,260.0,400.0,0.05092,406.2202,E1
1620,280.36,0.864,0,262.3412,261.5852,200.0,267.4438,12.9162,8.5697,1.5379,18.7748,0.9344,262.0,400.0,0.051799,412.7409,E1
1640,277.5631,0.5617,0,241.4223,264.3563,200.0,262.358,15.2051,7.3656,-0.187,13.2068,0.9338,264.0,400.0,0.049753,408.4017,E1
1660,239.3201,0.6233,0,293.5317,267.2524,200.0,259.1956,-19.8755,10.3305,2.2526,27.9322,0.9918,266.0,400.0,0.052595,404.0781,E1
1680,256.1699,0.4521,0,228.1562,268.2054,200.0,267.7574,-11.5875,6.879,-0.9698,12.0355,0.9037,268.0,400.0,0.048733,407.3754,E1
1700,291.5616,1.1952,0,247.0523,270.2744,200.0,268.2776,23.2839,9.2869,-1.239,21.2872,0.902,270.0,400.0,0.048863,408.4593,E1
1720,264.3241,0.9257,0,274.7705,271.5175,200.0,269.0588,-4.7347,5.5411,-0.5783,7.1934,0.9662,272.0,400.0,0.047862,414.3018,E1
1740,261.6361,1.0476,0,311.7735,273.7927,200.0,271.8356,-10.1995,7.0325,0.9756,12.1566,0.9118,274.0,400.0,0.048331,407.8606,E1
1760,283.15,0.4815,0,312.3884,276.1556,200.0,276.6774,6.4726,5.3479,-0.2413,6.9944,0.9039,276.0,400.0,0.048802,413.1656,E1
1780,261.9766,0.3025,0,247.0982,277.6589,200.0,278.05,-16.0734,8.0059,-1.9201,15.6823,0.9835,278.0,400.0,0.048269,414.0901,E1
1800,274.4628,0.5303,0,266.3261,279.7518,200.0,283.234,-8.7713,4.7063,0.3535,5.2891,0.9296,280.0,400.0,0.048847,413.2105,E1
1820,341.4472,0.5615,0,290.2758,281.7765,200.0,282.3266,59.1206,15.4204,-0.8209,59.6707,0.9739,282.0,400.0,0.049505,410.6464,E1
1840,311.8733,0.6218,0,268.3079,284.4736,200.0,289.997,21.8763,10.559,-1.2891,27.3997,0.9878,284.0,400.0,0.048367,412.7792,E1
1860,296.6385,1.1661,0,281.9499,286.7662,200.0,289.2412,7.3973,6.5233,0.9779,9.8723,0.9851,286.0,400.0,0.050847,412.0717,E1
1880,296.9239,1.1482,0,278.1609,287.3119,200.0,288.4553,8.4686,5.9746,0.5591,9.612,0.9591,288.0,400.0,0.048769,407.6564,E1
1900,307.4725,0.6227,0,334.8213,290.2429,200.0,285.4375,22.035,8.36,0.2735,17.2296,0.9839,290.0,400.0,0.050775,412.0456,E1
1920,302.4366,0.5355,0,296.8689,291.9561,200.0,293.3747,9.0619,6.4611,-0.6133,10.4806,0.9678,292.0,400.0,0.048479,408.8261,E1
1940,322.7226,0.9029,0,274.7684,294.0721,200.0,289.8297,32.8929,10.7187,1.0344,28.6506,0.9701,294.0,400.0,0.046806,397.3301,E1
1960,320.3293,1.0551,0,269.5401,296.4147,200.0,296.0264,24.303,9.865,-2.7711,23.9146,0.9055,296.0,400.0,0.048119,414.6056,E1
1980,276.7208,1.0825,0,329.1074,297.8186,200.0,296.5342,-19.8134,9.2259,0.5272,21.0979,0.9241,298.0,400.0,0.045821,415.6861,E1
